## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
## 3.0
DO-0.1.2.14,"DO-0.1.2.14",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.14","DO",,false,
DO-0.1.2.15,"DO-0.1.2.15",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.15","DO",,false,
DO-0.1.2.16,"DO-0.1.2.16",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.16","DO",,false,
DO-0.1.2.2,"DO-0.1.2.2",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.2","DO",,false,
DO-0.1.2.3,"DO-0.1.2.3",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.3","DO",,false,
DO-0.1.2.4,"DO-0.1.2.4",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.4","DO",,false,
DO-0.1.2.5,"DO-0.1.2.5",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.5","DO",,false,
DO-0.1.2.6,"DO-0.1.2.6",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.6","DO",,false,
DO-0.1.2.7,"DO-0.1.2.7",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.7","DO",,false,
DO-0.1.2.8,"DO-0.1.2.8",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.8","DO",,false,
DO-0.1.2.9,"DO-0.1.2.9",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.9","DO",,false,
C-000002,"Error",false,"False",,,,,,,,false,false,"False",false,,"C",,false,
SWR-001526,"Ethernet Speed [External]",false,"0",,,,,,,"""Ethernet"" port speed (Ethernet 10 or 100)",,,,false,,"SWR",,false,
SWR-001527,"Ethernet Speed [Internal]",false,"0",,,,,,,"""Remote I/O"" port speed (Ethernet 10 or 100)",,,,false,,"SWR",,false,
SBR-001004,"Every Other Scan Bit",false,"False",,,,,,,"toggles at the start of each scan",,,,false,,"SBR",,false,
STR-000001,"ExcResponse",false,,,,15,,,,,,,,false,,"STR",,false,
SWR-001509,"Firmware Version",false,"0",,,,,,,"CPU Firmware Version Number in Hex (ex: 0x0102 is version 01.02 or 1.2)",,,,false,,"SWR",,false,
SSTR-000104,"Firmware Version[CPU]",false,,,,50,,,,"CPU firmware version viewed as 001.000.009.023",,,,false,,"SSTR",,false,
SWR-001528,"Firmware Version[major]",false,"0",,,,,,,"CPU firmware Major version number in hex. (ex:  0x0100 =  major version 1.0)",,,,false,,"SWR",,false,
SWR-001529,"Firmware Version[minor]",false,"0",,,,,,,"CPU firmware Minor version number in hex. (ex: 0x0917 = minor version 9.23)",,,,false,,"SWR",,false,
SBR-001003,"First Scan Bit",false,"False",,,,,,,"On during first scan in Run or Debug mode",,,,false,,"SBR",,false,
SWR-001530,"First Scan Interval [x100=usec]",false,"0",,,,,,,"Holds the value of the First Scan time",,,,false,,"SWR",,false,
SBR-001007,"Forces Enabled",false,"False",,,,,,,"On if any forces are enabled",,,,false,,"SBR",,false,
DO-0.1.2.1,"GREEN ST1",false,"False",,,,,,,,false,false,"False",false,"DO-0.1.2.1","DO",,false,
SBR-001015,"I/O Configuration Error",false,"False",,,,,,,"On if actual I/O configuration and project I/O configuration do not match",,,,false,,"SBR",,false,
SBR-001014,"I/O Error",false,"False",,,,,,,"On for any module error (such as a blown fuse)",,,,false,,"SBR",,false,
SWRW-001758,"Identify Module Base Number",false,"0",,,,,,,"base number of module to be identified (See ""Requested Module Name"" tag)",,,,false,,"SWRW",,false,
